,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4946,2007,43627,1,5.0,11.74,1796.0,186.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
953,2010,58000,2,5.0,13.2,1495.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
283,2012,58006,1,5.0,15.0,1896.0,105.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5098,2017,63423,1,5.0,23.0,1498.0,98.96,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3348,2007,140000,1,5.0,15.26,1150.0,74.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4696,2019,41871,1,5.0,22.7,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2277,2012,42591,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2764,2018,27413,1,5.0,20.51,998.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2891,2015,91000,1,5.0,21.1,814.0,55.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3301,2017,30933,1,5.0,18.16,1196.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
264,2018,31025,1,5.0,28.4,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4474,2008,100000,2,8.0,12.7,2609.0,120.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1055,2013,46821,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1136,2010,39000,1,5.0,14.84,2143.0,170.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4953,2011,31000,1,5.0,10.9,2497.0,215.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2067,2007,1261,1,5.0,19.0,1194.0,94.68,0,0,0,0,0,0,0,0,1,0,0,0,1,1
980,2019,23154,1,5.0,23.0,1498.0,98.96,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3613,2016,91000,1,5.0,26.59,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3418,2012,155566,2,6.0,9.5,2835.0,118.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
828,2009,100000,1,5.0,17.0,1896.0,105.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5463,2017,23000,1,5.0,20.68,1995.0,190.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5292,2015,58397,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2302,2018,20492,1,5.0,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4947,2013,45000,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3664,2009,70000,1,7.0,14.0,2498.0,112.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1248,2011,42000,3,5.0,14.4,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0
422,2007,55100,1,5.0,18.9,998.0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3853,2016,53886,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3156,2013,60000,1,5.0,18.6,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1969,2016,50000,1,5.0,28.09,1248.0,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4420,2013,70000,2,5.0,15.4,1193.0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1718,2015,69000,1,5.0,0.0,2987.0,165.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5687,2017,54387,1,5.0,19.15,1198.0,75.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1824,2010,78563,1,5.0,16.52,1991.0,123.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3254,2010,50161,1,5.0,8.77,4395.0,402.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1864,2016,77000,1,5.0,26.6,998.0,58.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4088,2012,24735,2,5.0,18.6,1199.0,79.4,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4028,2009,68001,2,5.0,10.93,3498.0,272.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3419,2013,42320,1,5.0,19.4,1198.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5052,2014,41000,1,7.0,17.0,2149.0,139.07,0,0,0,0,0,0,0,1,0,0,1,0,0,1
367,2017,35676,1,7.0,16.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4838,2012,80000,2,4.0,25.4,624.0,37.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4119,2011,61111,1,5.0,19.0,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5862,2015,33500,1,5.0,19.16,2494.0,158.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1408,2009,72000,3,5.0,15.0,1396.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
144,2014,48000,1,5.0,21.76,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4011,2014,38958,1,5.0,22.5,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5054,2016,18000,1,5.0,16.95,1498.0,97.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3026,2017,13000,1,5.0,17.01,1582.0,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101,2009,66000,2,5.0,17.0,1197.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1804,2008,85445,2,5.0,19.81,1086.0,68.05,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4201,2009,100000,1,5.0,11.0,2987.0,198.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2956,2015,50000,1,5.0,18.0,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
418,2019,24950,1,5.0,20.37,1461.0,108.45,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5487,2017,16235,1,5.0,24.7,1047.0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
889,2013,20000,1,10.0,14.07,1978.0,83.1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
645,2016,21000,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4760,2012,158000,1,7.0,12.55,2982.0,168.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1420,2016,15388,1,5.0,25.8,1498.0,98.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4591,2016,49000,1,5.0,16.55,2993.0,258.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3855,2016,64000,1,5.0,23.1,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2522,2015,21000,2,7.0,12.07,2967.0,241.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2568,2009,88096,2,5.0,19.3,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5640,2011,6500,3,2.0,6.4,5204.0,560.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
524,2014,43900,1,5.0,22.54,1396.0,88.73,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1106,2013,62655,1,5.0,18.88,1995.0,184.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4096,2015,39000,1,5.0,25.6,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3631,2013,67914,1,5.0,23.0,1396.0,90.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5519,2006,85000,2,5.0,13.8,1299.0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3323,2017,38000,1,5.0,22.74,796.0,47.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1564,2016,68630,1,5.0,20.51,998.0,67.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3641,2007,91000,2,5.0,17.7,1497.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5545,2018,33150,1,5.0,21.4,1197.0,83.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2359,2016,12000,1,4.0,10.5,2993.0,271.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0
494,2019,8587,1,5.0,15.29,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4668,2012,41000,1,5.0,19.08,1582.0,126.32,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3396,2013,98598,1,5.0,25.44,936.0,57.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2104,2016,24347,1,5.0,15.8,1591.0,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2248,2010,45000,1,6.0,14.7,2993.0,241.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5472,2019,6028,1,5.0,17.01,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3143,2011,104000,1,5.0,19.08,1582.0,126.32,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1287,2018,20000,1,5.0,15.1,1196.0,73.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1925,2012,65097,1,5.0,19.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5119,2008,66000,2,5.0,16.07,1995.0,181.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3043,2016,8500,1,5.0,21.4,1197.0,83.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1312,2007,62493,1,5.0,15.0,1586.0,104.68,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3114,2018,9000,1,7.0,14.0,2179.0,155.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2807,2011,90000,2,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3526,2013,93000,1,5.0,20.5,1598.0,103.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2266,2014,72563,2,5.0,22.77,1498.0,98.59,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4718,2008,54000,1,5.0,19.7,796.0,46.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
823,2017,43200,1,7.0,13.68,2393.0,147.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3837,2007,137000,2,5.0,15.3,1193.0,65.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1084,2012,48000,1,5.0,23.59,1364.0,67.05,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3967,2006,133000,2,5.0,16.8,1405.0,68.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2631,2018,51921,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3648,2016,35299,1,5.0,24.3,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
205,2014,30000,1,5.0,20.46,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3572,2015,53392,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4866,2016,45165,1,5.0,16.09,1995.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2590,2018,46805,1,5.0,24.07,998.0,67.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3165,2013,132000,1,5.0,16.78,1496.0,88.73,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4774,2014,33000,2,5.0,20.0,1399.0,68.05,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2264,2011,50000,2,4.0,23.9,624.0,37.48,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2733,2017,38607,2,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4085,2017,16900,1,5.0,21.1,998.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4769,2014,81768,1,5.0,26.59,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3361,2014,56100,1,5.0,13.7,1997.0,153.86,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1647,2011,46000,1,5.0,13.7,1798.0,157.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2571,2019,1000,1,5.0,18.12,1196.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2034,2008,82167,1,5.0,10.1,2354.0,152.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4240,2019,31271,1,8.0,13.68,2393.0,147.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4883,2016,16650,1,5.0,17.0,1198.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3387,2009,50902,1,5.0,19.2,1197.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
693,2013,38998,1,4.0,16.07,1995.0,181.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2769,2014,65694,1,5.0,18.9,998.0,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3391,2014,33496,1,5.0,18.9,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3880,2017,12000,2,5.0,24.04,999.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5222,2008,69972,1,5.0,13.5,1799.0,130.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4159,2018,31396,1,5.0,23.1,998.0,67.04,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2427,2019,19855,1,5.0,24.7,796.0,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2162,2012,83000,1,5.0,11.9,2496.0,163.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4005,2014,45000,2,5.0,17.01,1591.0,121.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4364,2012,58000,1,5.0,16.95,1197.0,78.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,2009,52000,1,5.0,17.8,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2296,2016,25000,1,5.0,15.04,1991.0,183.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2767,2011,73783,2,5.0,13.7,1798.0,157.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1456,2011,69000,2,5.0,19.0,998.0,66.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3958,2013,44731,2,5.0,20.0,1399.0,68.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5003,2015,27000,1,5.0,17.57,1193.0,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
720,2012,121377,1,5.0,15.04,1598.0,103.6,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5231,2014,31897,1,5.0,18.06,1198.0,74.96,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2983,2010,73000,1,5.0,10.93,3498.0,272.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5866,2015,70602,1,5.0,25.8,1498.0,98.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4651,2014,47000,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5129,2015,37929,1,5.0,24.07,998.0,67.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
662,2015,86157,1,5.0,22.54,1396.0,88.73,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5383,2015,78000,1,6.0,13.5,2477.0,175.56,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5424,2018,17804,2,5.0,28.09,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3695,2014,53000,2,5.0,14.21,2143.0,203.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
96,2010,62001,1,5.0,15.26,1598.0,103.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
571,2014,55000,1,5.0,20.45,1461.0,83.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2485,2016,62000,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5333,2009,69000,2,5.0,18.5,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
99,2017,32851,1,7.0,19.83,1198.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4342,2015,57266,1,5.0,20.5,1248.0,91.72,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4704,2016,40000,1,5.0,15.29,1591.0,121.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5636,2015,36000,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5510,2015,33000,1,5.0,15.0,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3197,2013,56263,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3595,2016,63141,2,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4122,2017,34000,1,5.0,20.51,998.0,67.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
372,2016,28000,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1350,2013,30000,1,5.0,18.88,1995.0,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4338,2018,21290,1,4.0,13.0,4951.0,395.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2026,2010,26000,1,5.0,18.6,1199.0,79.4,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1278,2008,121097,2,5.0,24.0,1396.0,88.76,0,1,0,0,0,0,0,0,0,0,1,0,0,1
960,2016,27210,1,5.0,27.3,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
473,2016,32000,1,5.0,17.01,1582.0,126.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1847,2014,26008,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1246,2010,18000,1,5.0,18.5,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
776,2016,21000,1,5.0,17.9,2143.0,201.15,0,0,0,0,0,0,0,0,1,0,1,0,0,0
131,2019,12645,1,5.0,17.0,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3973,2013,15200,2,5.0,16.95,1197.0,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4755,2018,17477,1,5.0,17.0,1198.0,108.5,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1701,2017,28371,1,7.0,15.1,1196.0,73.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
353,2014,45000,1,5.0,23.59,1364.0,67.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5839,2005,100000,2,5.0,15.3,1341.0,83.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4211,2016,65405,1,5.0,13.0,2143.0,204.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1763,2012,83000,1,5.0,11.74,2987.0,254.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4937,2008,100009,2,5.0,13.1,1997.0,141.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5456,2012,87982,1,5.0,21.64,1461.0,84.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3952,2016,77000,1,5.0,12.63,2179.0,147.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1583,2017,49224,1,5.0,25.2,1248.0,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4594,2014,122800,1,5.0,25.01,1498.0,89.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
11,2012,60000,1,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2515,2014,57773,2,5.0,17.11,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3359,2017,32248,1,5.0,17.5,1199.0,88.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2926,2018,16039,1,5.0,17.1,1956.0,170.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2383,2011,46808,2,5.0,24.07,998.0,67.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3425,2018,4500,1,5.0,18.0,1497.0,117.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3620,2013,77445,1,5.0,22.07,1199.0,73.9,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3280,2012,12600,1,5.0,20.92,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4245,2016,20000,1,5.0,19.27,2143.0,170.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5483,2012,125000,1,7.0,11.5,2982.0,169.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3217,2010,120000,2,5.0,16.2,1493.0,110.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5401,2016,70000,1,5.0,12.97,2179.0,187.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3683,2019,13024,1,7.0,18.06,2523.0,63.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3964,2017,48161,1,5.0,15.0,2143.0,107.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2493,2018,48188,1,5.0,16.3,1956.0,170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5340,2013,23627,1,5.0,14.8,1598.0,105.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2993,2018,5000,1,5.0,14.28,1798.0,138.03,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2432,2010,61700,1,5.0,14.8,1799.0,130.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4422,2010,39800,1,5.0,16.0,1198.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
938,2008,47000,2,5.0,17.5,1298.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4254,2015,78233,1,5.0,26.0,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5132,2014,55730,1,5.0,16.55,1968.0,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3150,2013,116000,2,7.0,12.55,2982.0,168.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2963,2009,60170,1,5.0,0.0,1086.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2684,2014,38000,1,5.0,13.7,1798.0,157.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2371,2014,42000,1,5.0,19.1,1197.0,81.86,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1998,2017,22526,1,5.0,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5168,2011,72000,1,5.0,17.05,1995.0,184.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
627,2012,72450,1,7.0,15.1,2179.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4932,2013,67559,1,5.0,19.4,1198.0,86.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1069,2014,62505,1,5.0,17.4,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32,2013,72000,2,7.0,11.18,2696.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
531,2017,31645,1,5.0,20.68,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1788,2013,166194,1,7.0,19.3,1461.0,84.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
402,2005,5834,1,5.0,13.2,1495.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2258,2012,67000,1,5.0,19.33,1968.0,138.1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1685,2012,60000,1,5.0,20.0,1399.0,68.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
913,2016,56000,1,5.0,28.09,1248.0,88.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
493,2009,80227,1,5.0,17.92,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3906,2006,68000,1,5.0,19.7,796.0,46.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3581,2017,10000,1,5.0,19.27,2143.0,167.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5440,2011,55476,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4070,2009,83000,1,5.0,23.2,1248.0,73.94,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1271,2012,60000,1,5.0,17.6,1496.0,88.73,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3657,2009,22100,2,4.0,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2079,2012,51000,1,5.0,21.9,1396.0,90.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4287,2019,65000,1,5.0,26.59,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4413,2015,100000,1,8.0,12.8,2494.0,102.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3230,2014,89540,1,7.0,12.55,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
843,2016,47016,1,5.0,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4087,2013,83165,1,8.0,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4860,2008,77000,2,5.0,10.0,2496.0,157.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1307,2008,78000,2,5.0,14.53,1794.0,138.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1761,2014,21000,1,5.0,17.11,1968.0,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4271,2016,19947,1,5.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
321,2011,32000,1,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5000,2008,42000,1,5.0,19.7,796.0,46.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2445,2011,32824,1,5.0,16.95,1197.0,78.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4633,2015,21652,1,5.0,22.74,796.0,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
106,2014,40000,1,5.0,22.32,1582.0,126.32,0,0,0,0,0,0,0,1,0,0,1,0,0,0
117,2014,53753,2,5.0,15.0,2143.0,107.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2420,2017,45362,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5296,2012,65000,1,5.0,20.54,1598.0,103.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2788,2018,15334,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1736,2012,75000,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3772,2015,57818,1,5.0,23.1,998.0,67.04,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5593,2014,57004,1,5.0,17.4,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3363,2014,33000,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
304,2012,65000,1,5.0,18.9,998.0,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2873,2013,38755,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3337,2018,52380,1,5.0,24.3,1248.0,88.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1994,2015,40000,1,5.0,20.4,1197.0,81.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
356,2009,90000,2,5.0,11.0,2993.0,235.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
